HouseID_EC,neighborhood_id,neighborhood_name,date_entered,entered_by,qaqc_date,qaqc_by,survey_date,survey_time,survey_time_ampm,crew,weather_sunny,weather_cloudy,weather_hot,weather_cool,weather_dry,weather_rain,single_family_home,corner_lot,no_sidewalk,property_othernotes,property_notes,houseexterior_ivy,houseexterior_paint,houseexterior_wood,houseexterior_vinyl,houseexterior_bars,houseexterior_block,houseexterior_stucco,houseexterior_other,houseexterior_other_describe,exteriorquality_high,exteriorquality_medium,exteriorquality_low,yardmaintenance_high,yardmaintenance_medium,yardmaintenance_low,yardorderliness_high,yardorderliness_medium,yardorderliness_low,yardquality_notes,lawn_present,lawn_patchiness,lawn_percent_living,lawn_percent_dead,lawn_percent_weeds,lawn_percent_bare,lawn_percent_other,lawn_other_description,lawngrasscolor_percent_verygreen,lawngrasscolor_percent_modgreen,lawngrasscolor_percent_greenyellow,lawngrasscolor_percent_yellow,lawngrasscolor_percent_brown,lawnallcolor_percent_verygreen,lawnallcolor_percent_medgreen,lawnallcolor_percent_greenyellow,lawnallcolor_percent_yellow,lawnallcolor_percent_brown,lawn_quality,lawn_notes,lawn_edges_trimmed,lawn_recently_mowed,grass_height_cm,weed_height_cm,lawn_weeds_none,lawn_weeds_few,lawn_weeds_some,lawn_weeds_numerous,lawn_weeds_throughout,xeric_weeds_none,xeric_weeds_few,xeric_weeds_some,xeric_weeds_numerous,xeric_weeds_throughout,other_weedy_areas,other_weedy_areas_description,tree_pruning_evidence,tree_pruning_evidence_notes,shrub_pruning_evidence,shrub_pruning_evidence_notes,view_streettrees,view_streettree_viewshed_quantity,view_streettree_viewshed_species,view_streettree_viewshed_height_m,view_streettree_house_quantity,view_streettree_house_species,view_streettree_house_height_m,view_desertpark,view_mesicpark,view_commercial,view_industrial,view_multifamily,view_highway,view_school,view_none,view_notes,view_neighbor_left,view_neighbor_right,view_neighbor_acrossst,view_neighbor_acrossleft,view_neighbor_acrossright,fence_front_wood_height,fence_front_wood_gate,fence_backside_wood_height,fence_backside_wood_gate,fence_front_cement_height,fence_front_cement_gate,fence_backside_cement_height,fence_backside_cement_gate,fence_front_chainlink_height,fence_front_chainlink_gate,fence_backside_chainlink_height,fence_backside_chainlink_gate,fence_front_metal_height,fence_front_metal_gate,fence_backside_metal_height,fence_backside_metal_gate,fence_front_hedge_height,fence_front_hedge_gate,fence_backside_hedge_height,fence_backside_hedge_gate,fence_continuity,bird_feeder,water_feature,front_patio,cats,dogs,animal_waste,religious_ornaments,flagpole,cars_in_yard,potted_plants,play_equiptment_toys,lawn_ornaments,chairs_tables,river_bed,topography,litter,plant_litter,maintenance_tools,lightpost,other_yard_feature,other_yard_feature_describe,drip_irrigation,sprinklers_ground,sprinklers_hose,hose,nutrients,watercan,flood_irrigation,management_unknown,management_other,management_other_describe,yard_human_activities,neighborhood_human_activities,animals_observed,animals_in_yard,animals_in_neighborhood,amount_grass_front,amount_grass_back,amount_veg_front,amount_veg_back,yard_type_front,yard_type_front_description,yard_type_back,yard_type_back_description,cactus_visible,food_garden_visible,palm_trees_visible,front_yard_area_m2,notes
187b,2,Encanto,05/01/09,mjs,10/14/09,mjs,07/29/08,7:55 AM,am,jv,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,lawn,even,70,30,0,0,0,0,20,10,30,10,30,0,0,1,0,0,4,many dead grass patches,1,0,8,8,0,0,1,0,0,1,0,0,0,0,0,0,1,maintained,1,shaped myrtle,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,4: mesic park,4: mesic park,4: mesic park,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3ft veg. hedge wraps around outer edge of front yard; 6ft cement wall wraps around backyard starting on the front sideyard,0,0,0,0,0,0,0,F,0,F,0,F,0,0,0,0,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,resident came out to water plants,traffic & golfers in park,0,0,0,5,6,4,5,1,0,5,0,0,0,0,654,
188b,2,Encanto,04/30/09,ec,09/23/09,mjs,05/27/08,11:05 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,lawn,even,100,0,0,0,0,0,90,0,0,10,0,1,0,0,0,0,1,0,1,1,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,large branches,1,shaping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4: none,1,1,"3, 4",1,0,0,3,0,"6, 4",0,0,0,0,0,0,0,0,0,0,0,0,0,"3ft surrounds front patio, 4ft separates L neighbor, 6ft separates front and back",0,0,F,0,0,0,0,0,0,F,F,0,F,0,0,0,F,0,F,F,bird house,1,1,0,1,0,0,0,0,0,0,0,0,birds,1,1,3,6,4,0,5,0,6,mostly grass with large patio area,5,0,0,307,
189b,2,Encanto,05/01/09,mjs,10/14/09,mjs,07/29/08,7:05 AM,am,jv,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,100,0,0,0,0,0,0,65,0,35,0,0,0,1,0,0,3,0,1,1,4,3,0,1,0,0,0,1,0,0,0,0,0,0,1,all trees maintained,1,shaped,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,4:mesic park,4: mesic park,4: mesic park,0,0,5,0,0,0,6,0,0,0,5,1,0,0,0,0,18,0,0,0,5ft wooden fence wraps around backyard w/ 5ft chain-link gate as an entrance; 6ft cement wall separates part of one neighbor; 18ft veg. hedge lines driveway to block neighbor,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,F,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"traffic, walkers & neighbor in & out",dogs,0,1,5,6,4,5,1,0,5,0,0,0,1,952,
18a,1,South Phoenix,02/15/09,mjs,09/09/09,mjs,07/28/08,8:50 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,75,0,10,15,0,0,0,60,25,15,0,0,0,1,0,0,6,0,0,1,5,5,0,0,0,1,0,1,0,0,0,0,0,0,1,trees shaped,1,roses trimmed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"4: 1/2 bare, 1/2 grass",4: mostly paved,1,0,0,0,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4ft chain-link fence around front & along inside of driveway; 4ft cement fence on either side of yard; 6ft chain-link fence between front & side yards,0,0,F,0,0,0,F,0,0,0,0,F,F,0,0,F,0,0,0,0,construction litter,0,0,0,1,0,0,0,0,0,0,working on roof/house under construction,0,0,0,0,5,6,3,5,1,0,5,0,0,0,0,176,
190b,2,Encanto,11/04/08,mjs,12/11/08,mjs,05/27/08,9:30 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,lawn,patchy,85,5,10,0,0,0,80,10,0,5,5,0,1,0,0,0,4,0,1,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,shaping,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1,15,0,0,0,7ft other-metal & 9ft cement separate front & back yards; 15ft veg. hedge separates right neighbor,0,0,0,0,0,0,0,0,0,0,0,F,F,0,0,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,light traffic,dogs,0,1,5,6,4,5,1,0,5,0,0,0,1,426,
191b,2,Encanto,05/01/09,mjs,10/14/09,mjs,05/27/08,9:05 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,95,5,0,0,0,0,0,95,0,0,5,0,1,0,0,0,2,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,palm maintained,1,shaped,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,1,0,0,5,0,0,0,0,0,0,0,6,1,0,0,0,0,5ft cement wall w/ 6ft wooden gate & 6ft other-metal gate separates front & backyards,0,0,F,0,B,0,0,F,0,F,0,0,F,0,0,0,FS,S,0,F,hanging lantern,0,1,0,1,0,0,0,0,0,0,owner came home,light traffic & walkers,"dog, birds",1,0,5,6,2,5,1,0,5,0,0,0,1,436,
192b,2,Encanto,05/03/09,mjs,09/23/09,mjs,05/27/08,11:40 AM,am,jv,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,100,0,0,0,0,0,90,10,0,0,0,1,0,0,0,0,1,0,1,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,large branches,1,shaping,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement wall & 6ft wooden gate separate front & backyards,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,F,F,0,F,company sign,0,1,0,1,0,0,0,0,0,0,0,0,"birds, cats",1,1,5,6,4,5,1,0,5,0,0,0,0,313,
195b,2,Encanto,04/20/09,mjs,09/30/09,mjs,08/04/08,7:35 AM,am,jv,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,lawn,patchy,85,0,0,15,0,0,0,0,40,50,10,0,0,0,1,0,6,0,1,1,6,0,1,0,0,0,0,9,9,9,9,9,0,0,0,0,0,0,1,20,various,10 to 50,2,"lime tree, sissoo",10,0,0,0,0,0,0,0,0,0,1,1,1,1,4: mostly bare,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft wooden fence & gate separates front & back,0,0,F,0,0,0,0,0,0,0,0,F,0,0,0,0,F,0,0,F,ornaments in tree,0,0,0,1,0,0,0,0,0,0,0,neighbor mowing lawn,0,0,0,5,6,2,5,1,0,5,0,0,0,0,182,
196b,2,Encanto,04/20/09,mjs,09/30/09,mjs,08/04/08,8:00 AM,am,jv,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,very minimal trimming,0,0,1,15,various,10 to 50,1,bottle tree,10,0,0,0,0,0,0,0,0,0,1,1,1,1,"4: 1/2 grass, 1/2 bare",0,0,"5,6",1,"4,6",0,6,0,0,0,0,0,"3,5",1,0,0,0,0,0,0,4ft cement wall wraps around front patio w/ a 6ft cement entry way; 5ft wooden fence is enterance & wraps backyard; 6ft cement wall & wooden gate make up one side's entry to backyard; other-metal gates are w/in enclosed patio,0,0,F,0,0,0,0,0,0,0,0,F,F,0,F,0,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,0,0,dog,0,1,1,6,3,5,3,0,5,0,1,0,1,140,
197b,2,Encanto,04/20/09,mjs,09/30/09,mjs,08/04/08,8:20 AM,am,jv,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,lawn,patchy,85,0,0,15,0,0,0,45,30,20,5,0,0,1,0,0,6,0,1,1,8,8,0,0,1,0,0,9,9,9,9,9,0,0,0,0,0,0,1,25,various,10 to 50,2,mexican fan palm,30,0,0,0,0,0,0,0,0,0,1,1,1,1,4: grass w/ large water feature,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6ft cement wall & wooden gate wraps around backyard & separates front & backyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,metal thing nailed to tree,0,0,0,1,0,0,0,0,0,0,0,neighbor asked about project,0,0,0,5,6,3,1,1,0,5,0,0,0,0,186,
199b,2,Encanto,07/19/08,jv,11/17/08,mjs,07/15/08,11:15 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,90,10,0,0,0,0,0,45,0,45,10,0,0,1,0,0,5,no weeds,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,large branches cut,0,0,1,both sides of street,various,Oct-50,1,Washingtonian palm,40,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back,0,0,F,0,0,0,0,0,0,F,0,0,F,0,0,0,F,0,0,F,awnings on windows,0,0,0,1,0,0,0,0,0,0,0,appliance man went next door,birds,0,1,5,6,3,5,1,0,5,0,0,0,1,176,
19a,1,South Phoenix,07/29/08,jv,09/18/08,mjs,07/28/08,8:30 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,lawn,even,50,0,50,0,0,0,0,50,50,0,0,0,1,0,0,0,5,1,0,5,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,roses cut back,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4: mostly bare,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,3ft metal decorative fence between yard neighbors; rest of yard surrounded with 3ft chein link fence tall chainlink in back,0,0,F,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,F,trellace in front of front window with vine growing on it,0,0,0,1,0,0,0,0,0,0,0,neighbors leaving,0,0,0,5,6,3,5,1,0,5,0,0,0,1,195,
200b,2,Encanto,07/15/08,jv,09/03/08,mjs,07/15/08,9:00 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,lawn,patchy,5,5,0,90,0,0,0,50,0,0,50,0,0,1,0,0,10,0,0,0,7,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,various,15 - 50,0,0,0,0,1,0,0,0,0,0,0,0,4: bare ground,2,4: none,4: none,4: none,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,separate front and back on right side,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,traffic,0,0,0,2,2,1,5,6,bare with some grass,5,0,0,0,1,198,
201b,2,Encanto,07/19/08,jv,10/14/09,mjs,07/15/08,11:00 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,100,0,0,0,0,0,40,55,0,5,0,0,1,0,0,0,2,0,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,maintained,1,both sides of street,various,Oct-50,2,washingtonian palm and an unknown very desert adaptable tree,10 & 20,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back,0,0,F,0,0,0,0,0,0,F,F,F,F,0,0,0,0,0,0,F,christmas lights on tree,0,0,0,1,0,0,0,0,0,0,0,neighbors in and out,0,0,0,5,6,3,5,1,0,5,0,1,0,1,152,
2035??b,2,Encanto,07/19/08,jv,10/14/09,mjs,07/15/08,10:40 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,lawn,even,15,85,0,0,0,0,5,15,0,40,40,0,0,0,1,0,9,0,1,0,6,0,1,0,0,0,0,1,0,0,0,0,1,flowerbed and cracks in driveway,0,0,0,0,1,both sides of street,various,15-50,2,honey mesquite and bottle tree,20,0,0,0,0,0,0,0,0,0,4: bare,1,2,2,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,for sale,0,1,0,0,0,0,0,0,0,0,0,landscapers across street,0,0,0,5,6,2,5,1,0,5,0,0,0,0,134,
203b,2,Encanto,07/19/08,jv,11/20/08,mjs,07/15/08,10:20 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,lawn,patchy,95,0,5,0,0,0,0,65,30,5,0,0,0,1,0,0,5,0,1,0,7,9,0,0,1,0,0,1,0,0,0,0,1,flowerbed and patio cracks,0,0,1,shaped,1,both sides of street,various,15-50,2,chinese elm,15,0,0,0,0,0,0,0,0,0,3,4: bare ground,1,1,1,3,0,6,1,"1, 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ft wall surrounds patio; 6ft wall separates front and back via middle of side yards; short cement wall is terraced block flowerbed,0,0,F,0,0,0,0,0,0,F,0,F,F,0,0,0,0,0,F,0,0,0,1,0,1,0,0,0,0,0,0,0,neighbors in and out,birds,0,1,5,6,3,5,1,0,5,0,0,0,0,167,
204b,2,Encanto,07/19/08,jv,09/09/08,mjs,07/15/08,10:05 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,lawn,even,100,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,4,0,1,0,15,10,0,0,0,1,0,1,0,0,0,0,1,flowerbed,0,0,1,maintained,1,both sides of street,various,15-50,1,bottle tree,30,0,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,"10, 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 ft wooden latice along back side of house and 6ft gate separating front and backyard,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,awnings on windows,1,1,0,0,0,0,0,0,0,0,0,light traffic,0,0,0,4,6,3,5,1,0,5,0,0,0,0,162,
205b,2,Encanto,07/19/08,jv,09/09/08,mjs,07/15/08,9:45 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,flowerbed and cracks in driveway,1,shaping,1,shaping,1,both sides of street,various,15-35,2,Washingtonian palm,35,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,hedge blocks right neighbor and wooden gate goes into side yard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,awnings on windows,0,0,0,1,0,0,0,0,0,0,0,0,dogs barking ,0,1,1,6,3,5,3,0,5,0,0,0,1,169,
206b,2,Encanto,07/16/08,jv,09/03/08,mjs,07/16/08,9:15 AM,am,ec jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,lawn,even,100,0,0,0,0,0,0,50,50,0,0,0,1,0,0,0,2,0,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,both sides of street,various,various,1,bottle tree,10,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,7,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,wide wooden gates (both wide enough for cars) on both sides separating sides and back yard (part of side yard visible); cement wall around back,0,0,F,0,0,0,0,0,0,0,0,F,F,0,0,0,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,runner,0,0,0,5,6,2,5,1,0,5,0,0,0,0,128,
207b,2,Encanto,07/19/08,jv,09/09/08,mjs,07/15/08,11:35 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,palms and tree well maintained,0,0,1,west side of street,various,20-40,1,Eucalyptus camudulenceus,20,0,1,1,0,0,1,0,0,0,1,1,1,4: none,4: none,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3.5,0,0,0,0,0,3.5 metal gate on side of driveway under carport; 6 ft cement wall separates front and back ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,1,do not use water in yard (back or front),property manager spoke with me about the owner's water use and methods,heavy traffic,0,0,0,1,6,2,5,3,0,5,0,0,0,1,155,
208b,2,Encanto,05/01/09,ec,10/07/09,mjs,07/16/08,8:50 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,lawn,patchy,70,15,0,15,0,0,0,70,0,15,15,0,0,1,0,0,6,0,1,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,"washingtonian palm, bottle tree",15-40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"wooden gates on both sides separating front and back, one side wide enough for car, 6ft cement wall around back yard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,2,5,1,0,5,0,0,0,0,148,
209b,2,Encanto,07/19/08,jv,09/09/08,mjs,07/15/08,12:00,pm,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,lawn,even,100,0,0,0,0,0,0,40,40,20,0,0,0,1,0,0,3,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,maintained,1,west side of street,various,20-40,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,4: none,4: none,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,heavy traffic,0,0,0,4,6,4,5,1,0,5,0,0,0,0,175,
20a,1,South Phoenix,02/15/09,mjs,09/09/09,mjs,07/28/08,8:40 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,lawn,patchy,75,0,20,5,0,0,0,50,45,5,0,0,1,0,0,0,6,0,1,0,5,10,0,0,0,1,0,1,0,0,0,0,1,between fence & sidewalk in bare dirt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"2,4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ft cement wall around flowerbed by house; 4 cement fence w/ decorative top around yard, except driveway; 6ft cement wall between side & back yards",0,0,0,0,0,0,0,0,0,0,S,0,F,0,0,0,0,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,5,6,2,5,1,0,5,0,0,0,0,182,
210b,2,Encanto,07/19/08,jv,09/09/08,mjs,07/15/08,12:10,pm,jv,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,flowerbed,1,large branches cut,1,shaped hedge,1,west side of street,various,5-40,0,0,0,0,1,1,0,0,1,0,0,0,1,1,4: none,4: none,4: none,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,separates front and backyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,heavy traffic,0,0,0,1,6,2,5,3,0,5,0,0,0,0,179,
211b,2,Encanto,07/16/08,jv,09/03/08,mjs,07/16/08,7:25 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,grassy area mostly bare ground,lawn,patchy,10,5,0,85,0,0,0,85,0,0,15,0,0,1,0,0,10,mostly bare ground; some patches green grass near watering,0,0,20,0,0,1,0,0,0,9,9,9,9,9,1,flowerbed along house,1,mulberry looks as if pruned end of last season,0,0,1,7,"various; willow, palm, etc",15-40,1,Washingtonian palm,15,1,1,1,0,0,1,0,0,0,1,3,4: mesic park,4: mesic park,4: mesic park,0,0,6,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5 fence between neighbors house & front yard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,heavy traffic in front of house on 15th,0,0,0,2,6,2,5,6,mostly bare with some patchy grass; 1/2 yard area turned into gravel driveway; can see traces in bare part of yard,5,0,0,0,1,157,
2125??c,3,North Phoenix,07/07/08,jv,10/15/09,mjs,06/09/08,9:00 AM,am,ec jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,palms trimmed,1,roses trimmed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,around all side and back,0,F,0,0,0,0,0,0,S,0,0,F,F,F,F,0,F,0,0,F,for sale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,3,0,5,0,1,0,1,103,"The gate is wide enough for a trailer or car to fit through, and there is a truck and trailer parked next to the house"
212b,2,Encanto,07/19/08,jv,10/14/09,mjs,07/16/08,8:25 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,blue palo verde is trimmed,1,lantanas trimmed,1,several,various,15-20,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,1,0,0,3.5,0,3.5,1,0,0,0,0,0,0,0,0,8,0,3.5,0,0,0,3.5 ft veg hedge along driveway separating neighbor's; 3.5 ft gate/ blocking off patio area by house; 3.5 ft wooden pickett fence separating fornt and back yard on one side; 8ft metal (see through) gate across driveway by edge of house- separating front and back,F,0,F,0,0,0,0,0,0,F,0,F,F,F,F,0,F,0,0,F,bird bath,1,0,0,1,0,0,0,0,0,0,0,neighbors walking,0,0,0,1,6,4,5,3,0,5,0,1,0,0,175,
213b,2,Encanto,07/16/08,jv,09/03/08,mjs,07/16/08,7:40 AM,am,ec jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,80,15,5,0,0,0,80,10,0,0,10,0,1,0,0,0,4,front section is gravel with three large flower pots with hesperaloe plants,0,0,15,15,0,1,0,0,0,1,0,0,0,0,0,0,1,mesquite trimmed,0,0,1,7,various,15-40,0,0,0,0,1,1,0,0,1,0,0,0,4: mostly bare driveway,2,4: mesic park,4: mesic park,4: mesic park,0,0,6,1,2.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,front fence surrounds mesic/ grass area about 3/4 of front yard area; also separates this yard from both neighbors; slotted wooden gates into back yard area,0,0,F,0,0,0,0,0,0,F,0,F,0,0,0,0,F,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,heavy traffic on 15th ave,0,0,0,4,6,2,5,2,0,5,0,0,0,0,170,
